timestamp,VIX_close,VIX_pct_change,SPY_close,SPY_pct_change
2020-01-21,12.85,0.06198347107438007,331.34,0.00012073649260480046
2020-01-22,12.91,0.0046692607003890885,331.72,0.0011468582121085813
2020-01-23,12.98,0.005422153369481153,328.77,-0.00889304232485244
2020-01-24,14.56,0.1217257318952234,323.5,-0.016029443075706418
2020-01-27,18.23,0.25206043956043955,326.89,0.010479134466769624
2020-01-28,16.28,-0.10696653867251782,326.62,-0.0008259659212578319
2020-01-29,16.39,0.006756756756756799,327.68,0.003245361582266959
2020-01-30,15.49,-0.05491153142159855,321.73,-0.018157958984375
2020-01-31,18.84,0.21626856036152353,324.12,0.0074285891896932466
2020-02-03,17.97,-0.04617834394904463,329.06,0.015241268665926233
2020-02-04,16.05,-0.10684474123539223,332.86,0.01154804594906711
2020-02-05,15.15,-0.05607476635514019,333.98,0.003364777984738332
2020-02-06,14.96,-0.012541254125412515,332.2,-0.005329660458710195
2020-02-07,15.47,0.03409090909090917,334.68,0.007465382299819412
2020-02-10,15.04,-0.027795733678086743,335.26,0.0017329986853114043
2020-02-11,15.18,0.009308510638297962,337.42,0.006442760842331419
2020-02-12,13.74,-0.09486166007905139,337.06,-0.001066919566119373
2020-02-13,14.15,0.029839883551673996,337.6,0.0016020886489052089
2020-02-14,13.68,-0.03321554770318025,336.73,-0.002577014218009488
2020-02-18,14.83,0.08406432748538006,338.34,0.004781278769340203
2020-02-19,14.38,-0.030343897505057282,336.95,-0.00410829343264163
2020-02-20,15.56,0.08205841446453399,333.48,-0.01029826383736454
2020-02-21,17.08,0.09768637532133662,322.42,-0.03316540722082284
2020-02-24,25.03,0.46545667447306815,312.65,-0.03030209044103971
2020-02-25,27.85,0.11266480223731512,311.5,-0.0036782344474651785
2020-02-26,27.56,-0.010412926391382471,297.51,-0.04491171749598721
2020-02-27,39.16,0.420899854862119,296.26,-0.004201539444052327
2020-02-28,40.11,0.02425944841675176,309.09,0.043306555052993856
2020-03-02,33.42,-0.16679132385938666,300.24,-0.02863243715422681
2020-03-03,36.82,0.101735487731897,312.86,0.04203304023447907
2020-03-04,31.99,-0.13117870722433467,302.46,-0.03324170555520056
2020-03-05,39.62,0.23851203501094087,297.46,-0.016531111551940758
2020-03-06,41.94,0.05855628470469454,274.23,-0.07809453371881925
2020-03-09,54.46,0.2985216976633287,288.42,0.05174488567990365
2020-03-10,47.3,-0.1314726404700698,274.36,-0.0487483530961792
2020-03-11,53.9,0.13953488372093026,248.11,-0.09567721242163585
2020-03-12,75.47,0.40018552875695734,269.32,0.08548627624843808
2020-03-13,57.83,-0.23373525904332848,239.85,-0.10942373384821036
2020-03-16,82.69,0.42988068476569263,252.8,0.05399207838232245
2020-03-17,75.91,-0.08199298585076797,240.0,-0.05063291139240511
2020-03-18,76.45,0.007113687261230517,240.51,0.0021249999999999325
2020-03-19,72.0,-0.058207979071288496,228.8,-0.04868820423267217
2020-03-20,66.04,-0.08277777777777773,222.95,-0.02556818181818188
2020-03-23,61.59,-0.06738340399757725,243.15,0.09060327427674375
2020-03-24,61.67,0.0012989121610651466,246.79,0.01497018301460007
2020-03-25,63.95,0.03697097454191667,261.2,0.05838972405689047
2020-03-26,61.0,-0.04612978889757624,253.42,-0.02978560490045945
2020-03-27,65.54,0.07442622950819677,261.65,0.03247573198642573
2020-03-30,57.08,-0.12908147696063488,257.75,-0.014905407987769848
2020-03-31,53.54,-0.06201822004204627,246.15,-0.04500484966052376
2020-04-01,57.06,0.06574523720582759,251.83,0.023075360552508695
